,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
328,FDZ40,OUT035,928.7533928949224
329,FDD51,OUT018,398.85784933952743
330,NCY30,OUT019,928.3549484198843
331,FDP58,OUT017,3568.648348132619
332,FDV49,OUT017,4352.894112506194
333,FDY24,OUT019,1014.429736247547
334,NCO55,OUT017,1841.3668310321948
335,FDR13,OUT017,2093.604932751451
336,FDS51,OUT017,1172.466374071596
337,FDP26,OUT045,1610.303605277938
338,NCB54,OUT027,3512.286743845858
339,FDF32,OUT017,3296.7525565876217
340,FDN31,OUT018,2753.853593520783
341,DRM48,OUT017,722.3750438002954
342,FDN20,OUT049,2821.488025400445
343,DRL01,OUT046,3699.991675396556
344,FDV56,OUT049,1905.0797104337307
345,DRH13,OUT027,3167.103324833716
346,FDA03,OUT017,2459.5020399382765
347,FDF47,OUT027,5010.061222979004
348,FDX32,OUT046,2400.8385398930545
349,FDX57,OUT049,1689.6009785239853
350,NCA30,OUT045,2957.2226660912015
351,FDO49,OUT013,910.465136160194
352,FDL04,OUT019,253.8131550044352
353,DRM48,OUT035,648.0062972709521
354,FDR16,OUT013,3403.8657471480246
355,NCC19,OUT018,2738.7404861380437
356,NCE42,OUT045,3681.981849465134
357,FDY24,OUT017,1084.8531973598124
358,FDH19,OUT049,2891.1778137306587
359,FDJ46,OUT013,2783.64265139242
360,FDN45,OUT010,1602.5614393938731
361,FDY08,OUT035,2335.6888183036735
362,FDZ37,OUT035,1535.5315443073698
363,NCT30,OUT045,742.1164254898887
364,DRY23,OUT018,438.7660018473345
365,NCZ30,OUT018,1648.8311588269676
366,FDC44,OUT018,1548.9110009238254
367,FDB45,OUT035,1770.5879364498883
368,FDY04,OUT013,2646.8332970920105
369,FDM27,OUT046,2572.7642457307666
370,FDZ43,OUT017,4030.6568675007165
371,FDT39,OUT019,565.3225142957112
372,NCC06,OUT019,104.47102332129634
373,FDL15,OUT027,3903.122687067118
374,FDL57,OUT017,4240.002772636793
375,FDU08,OUT046,1633.387025988371
376,FDK40,OUT017,4297.58638428003
377,FDQ12,OUT010,1716.89770598297
378,FDS48,OUT017,2560.667535228132
379,FDP09,OUT045,3340.2002972283326
380,FDW21,OUT049,1744.1113257785
381,FDY25,OUT035,2960.4864863543676
382,DRE13,OUT017,1515.834564718637
383,FDV43,OUT019,1156.138108587465
384,FDD22,OUT045,1767.5868405698102
385,FDM46,OUT019,449.28485793603
386,NCO30,OUT010,995.399547933431
387,FDM25,OUT046,2812.4262920358306
388,NCN41,OUT049,2058.038965109041
389,FDU24,OUT045,1525.0804036502805
390,FDZ50,OUT046,2907.223014693852
391,FDP45,OUT013,4042.2145860344954
392,NCM54,OUT045,1971.7230866766995
393,FDW10,OUT019,872.299882976542
394,FDP20,OUT017,2221.3771562497905
395,FDK32,OUT046,2482.983334242772
396,FDN52,OUT049,1521.0038168401202
397,FDM58,OUT045,1800.9336975951974
398,FDZ46,OUT027,3221.253351906938
399,NCA18,OUT018,1569.4010202414702
400,FDD35,OUT046,1987.287943277438
401,NCK31,OUT035,864.1120369073494
402,FDI40,OUT027,3073.2422576646786
403,FDT50,OUT019,348.9157421619675
404,NCT06,OUT046,2589.558279536279
405,FDT31,OUT035,3070.023475574715
406,FDT45,OUT049,970.1786454695945
407,FDT13,OUT045,2994.140388432697
408,FDO50,OUT045,1482.6294767592794
409,NCU18,OUT010,295.65508987788184
410,NCR54,OUT049,3147.52399886772
411,NCO18,OUT018,2526.9139282485185
412,FDU09,OUT045,953.8124492443742
413,FDT13,OUT018,2735.8689909622403
414,FDE09,OUT046,1845.9989780449978
415,NCK53,OUT019,271.2159812299069
416,FDG45,OUT049,3506.1062243690794
417,DRH15,OUT035,796.0194692019571
418,FDO21,OUT019,1696.1796753176875
419,FDD14,OUT027,4379.623315618088
420,FDC09,OUT046,1735.4292537558467
421,FDH45,OUT027,2242.708093362923
422,FDV32,OUT046,1096.8730167664671
423,FDG12,OUT035,2018.7525287500875
424,FDS32,OUT013,2347.766887331814
425,NCL55,OUT018,3671.0377525500476
426,DRE01,OUT035,3851.6967506932137
427,DRE15,OUT049,1359.6480229540416
428,NCL42,OUT045,3855.9600891687764
429,FDP31,OUT013,1130.5252566056538
430,FDN33,OUT018,1257.699127609093
431,FDZ59,OUT046,2660.845970595874
432,FDE45,OUT010,953.5117566786178
433,FDJ07,OUT013,1946.7346749201974
434,FDQ45,OUT018,2697.209326511982
435,FDM33,OUT027,4905.092044535248
436,FDO15,OUT010,622.4897791067692
437,FDM46,OUT013,1500.0207769883036
438,FDR03,OUT045,3300.9624850624327
439,FDY49,OUT018,2449.0818050414846
440,FDQ60,OUT045,1929.3725434532203
441,FDW10,OUT049,2880.8127909017144
442,FDO51,OUT049,898.6967487341473
443,FDJ40,OUT018,1490.808834626394
444,FDS20,OUT018,2651.5438322572386
445,FDU45,OUT013,1875.6062163905126
446,FDV02,OUT035,2692.9833865702185
447,FDN09,OUT046,3826.4100140982337
448,NCM55,OUT027,4392.379386987011
449,FDN23,OUT018,2080.427821020907
450,FDY31,OUT010,438.8815046481609
451,FDW03,OUT010,142.59906239880695
452,FDD14,OUT046,2913.5524982683073
453,FDV23,OUT017,2154.5818638333094
454,DRI03,OUT045,2789.8368179261815
455,FDN13,OUT035,1635.9724908770397
456,FDF45,OUT027,2520.428935302569
457,FDU46,OUT035,1512.2877863808092
458,FDB57,OUT049,3695.077652527337
459,FDV12,OUT049,1743.5424291818726
460,FDQ58,OUT013,2445.1235058547113
461,NCA18,OUT017,1970.5279849236501
462,FDH52,OUT049,1122.8089855740666
463,FDM24,OUT018,2159.5078239058016
464,NCP43,OUT027,4314.246385221412
465,NCO18,OUT019,880.116260659644
466,FDM32,OUT017,1654.6255522594256
467,NCL07,OUT017,775.416837164899
468,FDK03,OUT013,4021.5321414322707
469,FDP59,OUT017,1837.1269025701945
470,FDQ24,OUT049,4055.0943238873715
471,FDQ16,OUT018,1460.2734258787214
472,FDU44,OUT013,2663.129210510515
473,FDH28,OUT010,1264.8097323553732
474,FDV28,OUT019,1313.343549610166
475,FDM22,OUT045,918.2212302911971
476,FDR56,OUT046,3173.0492145891762
477,FDV39,OUT049,3233.799035787248
478,FDU37,OUT019,539.4399017902938
479,FDQ11,OUT010,2191.7683419984346
480,FDX02,OUT045,3475.1659423374576
481,NCS42,OUT018,1185.013597645001
482,FDY57,OUT027,2999.9378961955867
483,FDB21,OUT049,3935.045488555277
484,FDE28,OUT017,3780.3267800369986
485,FDQ55,OUT017,2045.685972678868
486,FDA48,OUT049,3610.408074954311
487,FDZ19,OUT045,2786.1197255387906
488,NCC43,OUT045,3934.1273480255677
489,NCV18,OUT046,1289.338441065017
490,NCA42,OUT018,2229.944950942222
491,FDY45,OUT046,4045.5596556070964
492,NCC30,OUT045,2797.8512187841843
493,FDM57,OUT013,1447.1556278395014
494,FDL09,OUT010,739.6389666704354
495,FDB09,OUT027,3481.587151764758
496,FDT44,OUT035,1976.1562837442505
497,NCT06,OUT027,4033.123020597972
498,FDX26,OUT049,2951.0519807646215
499,FDK32,OUT013,2544.966232945946
500,DRA12,OUT046,2262.2774151164904
501,FDO46,OUT010,1115.4791084274316
502,FDE52,OUT013,1437.397502996611
503,NCH42,OUT045,3600.9251171872447
504,FDV08,OUT035,800.8545559099329
505,FDB47,OUT018,3050.6168142762303
506,FDC28,OUT010,162.53156180092708
507,FDD22,OUT046,1812.0605908034045
508,FDS07,OUT027,3323.4761297030354
509,DRI13,OUT045,3404.9398322893703
510,FDG32,OUT018,3253.7026946411042
511,FDU14,OUT017,4050.99283463185
512,FDD28,OUT019,953.5141142400005
513,NCP41,OUT017,1904.2214658819516
514,FDS08,OUT049,2914.831006327512
515,FDX47,OUT045,2554.7189648717576
516,FDC53,OUT019,287.56684792165504
517,FDQ19,OUT035,3947.219777364227
518,FDL14,OUT045,2534.2220804710355
519,FDM33,OUT019,1579.827237009168
520,FDA51,OUT045,1779.0234028231978
521,FDZ27,OUT018,498.9667616240401
522,FDT04,OUT046,660.8216613175487
523,DRC13,OUT049,2121.5239264803636
524,FDR16,OUT027,4856.486236310633
525,FDQ03,OUT027,5225.478915137301
526,FDE38,OUT035,2753.5065200297904
527,DRH23,OUT027,2371.604507694069
528,FDT11,OUT019,1139.6763682984479
529,FDD09,OUT035,2943.595747321574
530,FDR40,OUT045,1334.6077925880468
531,FDX07,OUT017,3134.419174959237
532,FDR07,OUT035,1639.1709753488376
533,FDA51,OUT017,1949.8144381507027
534,FDT59,OUT019,1765.4213704362412
535,FDF20,OUT017,3274.0684650373373
536,FDR13,OUT045,1910.2430983557526
537,FDY26,OUT049,3422.8871104827294
538,FDW04,OUT017,2238.8682371589994
539,FDK52,OUT017,3699.9742994590624
540,FDN60,OUT049,2593.7000817593635
541,FDM09,OUT019,838.6322850756508
542,FDP46,OUT049,1508.503769915173
543,FDB50,OUT019,620.2961096044819
544,NCQ29,OUT049,4166.879499856181
545,FDP16,OUT027,5306.827595254443
546,FDX33,OUT018,2310.7490232092914
547,FDP07,OUT010,1215.8827276170657
548,FDN22,OUT046,3981.3706399021607
549,FDF39,OUT049,4218.225717180492
550,FDS21,OUT017,1182.0607203121854
551,NCM42,OUT013,1731.0446511383989
552,FDK50,OUT019,741.1331525651501
553,DRF13,OUT027,3776.6989880429674
554,FDH35,OUT018,2354.7549508324983
555,FDP60,OUT018,1328.624049863642
556,DRJ49,OUT027,3518.7895553128124
557,NCT42,OUT019,441.8415654540175
558,FDE38,OUT049,2799.7108011752584
559,FDI04,OUT049,3259.720745461788
560,NCH54,OUT045,2463.210272110931
561,FDT56,OUT049,1129.6519243881467
562,DRD15,OUT018,3398.1199470240385
563,FDV58,OUT013,3091.0127859045347
564,FDP21,OUT049,3110.308397481319
565,FDH05,OUT013,3721.6733942278315
566,FDR10,OUT027,4024.508644659022
567,NCP06,OUT045,2335.2687468493245
568,FDF33,OUT049,2009.3909508677773
569,DRK37,OUT013,2997.892914897726
570,DRH49,OUT045,1324.8979477665998
571,FDT58,OUT013,2683.351437307796
572,FDD41,OUT018,1416.412693954108
573,FDP40,OUT018,1523.0808557895418
574,FDM51,OUT027,3140.8607506347103
575,FDO45,OUT010,476.2072810421216
576,FDW33,OUT010,224.81766705489406
577,FDY24,OUT045,930.6595773486839
578,FDB10,OUT010,1827.7907211113277
579,FDM40,OUT035,2266.055653168669
580,NCI06,OUT017,2983.0163902175896
581,FDW12,OUT019,442.7353137910463
582,FDX48,OUT027,3966.3048915959753
583,NCW05,OUT027,3145.8796727573094
584,FDX27,OUT017,1657.0208198101304
585,DRM37,OUT045,3097.2258652191645
586,FDA38,OUT045,3768.059238412622
587,FDR36,OUT046,712.7933559551279
588,FDZ45,OUT046,3142.154153493874
589,FDG05,OUT017,2677.20589433045
590,FDK28,OUT013,4091.3075027756604
591,FDV47,OUT045,1385.3848262556703
592,FDN21,OUT045,2528.0028820527123
593,FDP20,OUT027,3521.507788311236
594,FDI35,OUT045,2903.050621613798
595,DRY23,OUT013,769.2798554561879
596,FDA56,OUT017,2154.52640661087
597,FDB09,OUT013,2036.2408480990662
598,NCO26,OUT027,3293.625702170184
599,FDQ49,OUT018,2266.5123079563364
600,FDI52,OUT027,3376.8666840921264
601,FDZ44,OUT027,3371.6006980966163
602,FDZ09,OUT018,2317.9462004232555
603,FDY03,OUT049,1952.9087480123385
604,NCG42,OUT017,2187.0499511149947
605,DRI13,OUT027,4886.429551622188
606,FDQ32,OUT013,2117.404651579014
607,FDW16,OUT035,1539.9469311797343
608,FDU27,OUT046,805.3499484271605
609,FDR28,OUT010,701.5268194319907
610,FDQ49,OUT010,653.4119180494885
611,FDS37,OUT046,1902.5244801171234
612,FDW26,OUT018,3195.633150585049
613,FDX12,OUT018,3582.5258329660055
614,NCP06,OUT013,2399.6375407427713
615,FDW45,OUT010,396.12099419264234
616,NCN30,OUT049,1597.1631350913801
617,FDN24,OUT049,969.1390234339032
618,NCL41,OUT027,2012.2625574511546
619,FDR02,OUT019,174.82648905819633
620,FDD09,OUT010,1000.2355164838123
621,FDS33,OUT010,472.3607403796343
622,FDU22,OUT045,1890.2178652101145
623,FDI53,OUT013,2619.4111557797983
624,DRH01,OUT049,2855.2010540479714
625,FDX32,OUT013,2377.154970445961
626,NCP30,OUT018,364.1600653617658
627,FDB60,OUT045,3105.097853304569
628,FDB14,OUT049,1664.6661818435402
629,NCP02,OUT035,979.5611341849958
630,FDJ10,OUT017,2406.335611042422
631,FDG34,OUT046,1808.6566408587182
632,NCB18,OUT017,1531.3432209626535
633,FDM16,OUT049,1333.2381956903641
634,FDW25,OUT018,1125.8705702213342
635,FDB35,OUT010,375.3712597603519
636,DRN11,OUT013,2299.1199692737055
637,FDF41,OUT019,1967.6230898011383
638,FDH16,OUT045,1393.534036275361
639,NCQ50,OUT018,3055.536114788207
640,DRH23,OUT018,644.3612559597025
641,DRJ37,OUT013,2429.0562087660983
642,DRJ24,OUT027,4347.925293008777
643,FDY16,OUT035,2968.3197680693115
644,FDQ27,OUT045,1732.8763321038978
645,FDZ33,OUT045,2339.8534778757053
646,FDF29,OUT045,2112.2406911553426
647,FDA08,OUT049,2769.819721777333
648,FDG31,OUT046,1071.402695276532
649,FDE34,OUT019,1008.6264430388794
650,NCR30,OUT027,2616.0554458311717
651,FDV33,OUT035,4167.759539621033
652,DRZ24,OUT018,1627.068854370206
653,NCL54,OUT035,2766.8278315821663
654,FDR12,OUT049,2895.50436435335
655,NCC54,OUT046,3805.434561532559
656,DRN59,OUT013,799.8238117454442
657,FDX50,OUT019,182.1404706432878
658,FDV31,OUT027,4306.210184621586
659,NCA29,OUT027,4168.459313878608
660,FDW60,OUT049,2963.9979448315567
661,FDX08,OUT017,3079.447980400742
662,DRD49,OUT013,3723.110991436122
663,FDD33,OUT046,3679.200328212498
664,FDW35,OUT013,764.4946292152885
665,FDJ36,OUT017,1828.9483819276309
666,FDV51,OUT035,2703.447992571053
667,FDW36,OUT046,1717.7634064755348
668,FDH35,OUT046,2652.828052155062
669,NCS30,OUT027,3502.1766460943586
670,FDN49,OUT017,825.6978213448962
671,FDL08,OUT018,3645.0916515830854
672,FDI09,OUT013,4036.6414928334952
673,FDP19,OUT018,1801.7733337682878
674,FDU21,OUT010,1320.5890577738244
675,NCP41,OUT045,1719.2918724221495
